dataset_id,dataset_alias,method,method_label,accuracy,macro_f1,auc,log_loss,brier,ece,training_seconds,inference_seconds
151,electricity,dbnc,DBNC,0.8457260556127704,0.8419199112668612,0.9254281302821603,0.3446088532850814,0.2177261258135171,0.019595786960616344,43.39232274484821,0.06366894165985286
151,electricity,ft_transformer,FT-Transformer,0.8470795939385022,0.8429042301181788,0.9275500661373031,0.343733995578256,0.21532897857967784,0.023863568649127018,164.93724426799454,0.06492757922969758
151,electricity,kdb_1,KDB-1,0.7910548771516845,0.7847708820637639,0.8694593823836445,0.4441706356431376,0.28850160600034086,0.015490011422261973,0.20627622539177537,0.3634372813161463
151,electricity,kdb_2,KDB-2,0.7967338531705164,0.7914876080225441,0.8763199201230453,0.43683143373863603,0.2819586819129,0.023986672771253346,0.23628067299723626,0.37690690089948475
151,electricity,kdb_3,KDB-3,0.8019714579961749,0.7957144140736274,0.8804082526124455,0.4335027766480639,0.2773719955639326,0.029873300527730122,0.26684764004312456,0.3958042813464999
151,electricity,lightgbm,LightGBM,0.9370016183610417,0.9354894055430092,0.9841652232526258,0.17678266262881603,0.09606433170071974,0.02657622339278311,2.128449733974412,0.4587768163532019
151,electricity,nb,NB,0.7296748565543622,0.7241611521933146,0.7988532891505774,0.6390686093785638,0.38928663221214527,0.11233680538590333,0.17748013958334924,0.3459691159892827
151,electricity,tan,TAN,0.7817272326026188,0.7765910490651466,0.8622272036560441,0.4667940097631382,0.3012751615286141,0.04285021570830881,0.2069620945956558,0.364852711185813
151,electricity,xgboost,XGBoost,0.9359129027512137,0.9344079669972294,0.9838185581910587,0.1623961002149186,0.0945493105429601,0.01251179394057908,2.2195498333778234,0.15679782535880804
182,satimage,ban,BAN,0.8804145077720207,0.858269783221244,0.9815240551838482,0.719425181469532,0.20338939097315065,0.08924404640258732,0.16061193118803202,0.655952365649864
182,satimage,catboost,CatBoost,0.9158549222797927,0.8982527017630006,0.990133651953682,0.22376892710262114,0.12253858961383164,0.020508435238941948,3.958718085009605,0.0036083491984754803
182,satimage,chow_liu,Chow-Liu,0.7753367875647669,0.742582604944222,0.9314993200068798,0.7558637792636096,0.3588303786093985,0.061001699138772514,0.8862544131930917,0.5043686260003597
182,satimage,dbnc,DBNC,0.8758549222797928,0.8504810944319775,0.9809269778793747,0.36744290644662697,0.180974619966856,0.04170196617073387,32.2509589578025,0.01796301556751132
182,satimage,ft_transformer,FT-Transformer,0.9032124352331607,0.8825226932500396,0.9858696705725372,0.2799772594420519,0.14684230987582522,0.029145662384524196,14.010016983980313,0.012625262420624495
182,satimage,kdb_1,KDB-1,0.8623834196891191,0.8449979582280471,0.9800948259177803,0.8347496571463913,0.2374871818149912,0.10788526058229345,0.13042092896066607,0.614469811366871
182,satimage,kdb_2,KDB-2,0.8804145077720207,0.858269783221244,0.9815240551838482,0.719425181469532,0.20338939097315065,0.08924404640258732,0.1604776309803128,0.6549354902002961
182,satimage,kdb_3,KDB-3,0.8760621761658032,0.8509204620838823,0.9802100393938662,0.8842846461167955,0.2180696522952049,0.10126087436827431,0.19354842682369053,0.7017069668509066
182,satimage,lightgbm,LightGBM,0.9231088082901554,0.9070266721316935,0.990000098303104,0.3727904862245399,0.12627716495589486,0.05559971538031139,1.648234346183017,0.0901550096925348
182,satimage,nb,NB,0.8089119170984456,0.7930373885766245,0.9585888675690264,3.237214614651248,0.3603428334674108,0.17807723657935756,0.10874047502875328,0.5840874218381942
182,satimage,tan,TAN,0.875440414507772,0.8527602622018046,0.9810279450523758,0.7815829722409198,0.2201568585211592,0.10006463579633569,0.13137093437835573,0.6142263251822442
182,satimage,xgboost,XGBoost,0.9168911917098447,0.898769064630406,0.9895119611135679,0.23271366206909122,0.12122257739876678,0.019646916120635075,2.261634639836848,0.033532978408038615
293,covertype-binary,ban,BAN,0.7782701487057095,0.778268576686966,0.8595161942984731,0.46509349433620895,0.3055461084931913,0.012956419978060577,16.139093861728906,3.0423845821525903
293,covertype-binary,catboost,CatBoost,0.9146617404075638,0.9146475628056887,0.9752014578348234,0.2168730143892421,0.1286614885278456,0.040833426895977354,34.68085851180367,0.0075373492203652855
293,covertype-binary,chow_liu,Chow-Liu,0.7198044795300165,0.7197535755633752,0.764355918174314,0.5748693700965711,0.388816411711268,0.002897697385139976,66.82530243238435,2.561714549828321
